Kanji	Reading	Romaji	Type	Uncommon?	Variation of
亜	ア	A	On		
哀	アイ	AI	On		
哀	あわ.れ	awa.re	Kun		
哀	あわ.れむ	awa.remu	Kun		
挨	アイ	AI	On		
愛	アイ	AI	On		
曖	アイ	AI	On		
悪	アク	AKU	On		
悪	オ	O	On		
悪	わる.い	waru.i	Kun		
握	アク	AKU	On		
握	にぎ.る	nigi.ru	Kun		
圧	アツ	ATSU	On		
扱	あつか.う	atsuka.u	Kun		
宛	あて.る	ate.ru	Kun		
宛	あ.てる	a.teru	Kun		
嵐	あらし	arashi	Kun		
安	アン	AN	On		
安	やす.い	yasu.i	Kun		
案	アン	AN	On		
暗	アン	AN	On		
暗	くら.い	kura.i	Kun		
以	イ	I	On		
衣	イ	I	On		
衣	ころも	koromo	Kun		
位	イ	I	On		
位	くらい	kurai	Kun		
囲	イ	I	On		
囲	かこ.む	kako.mu	Kun		
囲	かこ.う	kako.u	Kun		
医	イ	I	On		
依	イ	I	On		
依	エ	E	On	Y	
委	イ	I	On		
委	ゆだ.ねる	yuda.neru	Kun		
威	イ	I	On		
為	イ	I	On		
畏	イ	I	On		
畏	おそ.れる	oso.reru	Kun		
胃	イ	I	On		
尉	イ	I	On		
異	イ	I	On		
異	こと	koto	Kun		
移	イ	I	On		
移	うつ.る	utsu.ru	Kun		
移	うつ.す	utsu.su	Kun		
萎	イ	I	On		
萎	な.える	na.eru	Kun		
偉	イ	I	On		
偉	えら.い	era.i	Kun		
椅	イ	I	On		
彙	イ	I	On		
意	イ	I	On		
違	イ	I	On		
違	ちが.う	chiga.u	Kun		
違	ちが.える	chiga.eru	Kun		
維	イ	I	On		
慰	イ	I	On		
慰	なぐさ.める	nagusa.meru	Kun		
慰	なぐさ.む	nagusa.mu	Kun		
遺	イ	I	On		
遺	ユイ	YUI	On	Y	
緯	イ	I	On		
域	イキ	IKI	On		
育	イク	IKU	On		
育	そだ.つ	soda.tsu	Kun		
育	そだ.てる	soda.teru	Kun		
育	はぐく.む	haguku.mu	Kun		
一	イチ	ICHI	On		
一	イツ	ITSU	On		
一	ひと	hito	Kun		
一	ひと.つ	hito.tsu	Kun		
壱	イチ	ICHI	On		
逸	イツ	ITSU	On		
茨	いばら	ibara	Kun	Y	
芋	いも	imo	Kun		
引	イン	IN	On		
引	ひ.く	hi.ku	Kun		
引	ひ.ける	hi.keru	Kun		
印	イン	IN	On		
印	しるし	shirushi	Kun		
因	イン	IN	On		
因	よ.る	yo.ru	Kun		
咽	イン	IN	On		
姻	イン	IN	On		
員	イン	IN	On		
院	イン	IN	On		
淫	イン	IN	On		
淫	みだ.ら	mida.ra	Kun		
陰	イン	IN	On		
陰	かげ	kage	Kun		
陰	かげ.る	kage.ru	Kun		
飲	イン	IN	On		
飲	の.む	no.mu	Kun		
隠	イン	IN	On		
隠	かく.す	kaku.su	Kun		
隠	かく.れる	kaku.reru	Kun		
韻	イン	IN	On		
右	ウ	U	On		
右	ユウ	YUU	On		
右	みぎ	migi	Kun		
宇	ウ	U	On		
羽	ウ	U	On		
羽	わ	wa	Kun		は
羽	ば	ba	Kun		は
羽	ぱ	pa	Kun		は
羽	は	ha	Kun		
羽	はね	hane	Kun		
雨	ウ	U	On		
雨	あめ	ame	Kun		
雨	あま	ama	Kun	Y	
唄	うた	uta	Kun	Y	
鬱	ウツ	UTSU	On		
畝	うね	une	Kun		
浦	うら	ura	Kun		
運	ウン	UN	On		
運	はこ.ぶ	hako.bu	Kun		
雲	ウン	UN	On		
雲	くも	kumo	Kun		
永	エイ	EI	On		
永	なが.い	naga.i	Kun		
泳	エイ	EI	On		
泳	およ.ぐ	oyo.gu	Kun		
英	エイ	EI	On		
映	エイ	EI	On		
映	うつ.る	utsu.ru	Kun		
映	うつ.す	utsu.su	Kun		
映	は.える	ha.eru	Kun		
栄	エイ	EI	On		
栄	さか.える	saka.eru	Kun		
栄	は.え	ha.e	Kun		
栄	は.える	ha.eru	Kun		
営	エイ	EI	On		
営	いとな.む	itona.mu	Kun		
詠	エイ	EI	On		
詠	よ.む	yo.mu	Kun		
影	エイ	EI	On		
影	かげ	kage	Kun		
鋭	エイ	EI	On		
鋭	するど.い	surudo.i	Kun		
衛	エイ	EI	On		
易	エキ	EKI	On		
易	イ	I	On		
易	やさ.しい	yasa.shii	Kun		
疫	エキ	EKI	On		
疫	ヤク	YAKU	On	Y	
益	エキ	EKI	On		
益	ヤク	YAKU	On	Y	
液	エキ	EKI	On		
駅	エキ	EKI	On		
悦	エツ	ETSU	On		
越	エツ	ETSU	On		
越	こ.す	ko.su	Kun		
越	こ.える	ko.eru	Kun		
謁	エツ	ETSU	On		
閲	エツ	ETSU	On		
円	エン	EN	On		
円	まる.い	maru.i	Kun		
延	エン	EN	On		
延	の.びる	no.biru	Kun		
延	の.べる	no.beru	Kun		
延	の.ばす	no.basu	Kun		
沿	エン	EN	On		
沿	そ.う	so.u	Kun		
炎	エン	EN	On		
炎	ほのお	honoo	Kun		
怨	エン	EN	On		
怨	オン	ON	On		
宴	エン	EN	On		
媛	エン	EN	On		
援	エン	EN	On		
園	エン	EN	On		
園	その	sono	Kun		
煙	エン	EN	On		
煙	けむ.る	kemu.ru	Kun		
煙	けむり	kemuri	Kun		
煙	けむ.い	kemu.i	Kun		
猿	エン	EN	On		
猿	さる	saru	Kun		
遠	エン	EN	On		
遠	オン	ON	On	Y	
遠	とお.い	too.i	Kun		
鉛	エン	EN	On		
鉛	なまり	namari	Kun		
塩	エン	EN	On		
塩	しお	shio	Kun		
演	エン	EN	On		
縁	エン	EN	On		
縁	ふち	fuchi	Kun		
艶	エン	EN	On		
艶	つや	tsuya	Kun		
汚	オ	O	On		
汚	けが.す	kega.su	Kun		
汚	けが.れる	kega.reru	Kun		
汚	けが.らわしい	kega.rawashii	Kun		
汚	よご.す	yogo.su	Kun		
汚	よご.れる	yogo.reru	Kun		
汚	きたな.い	kitana.i	Kun		
王	オウ	OU	On		
凹	オウ	OU	On		
央	オウ	OU	On		
応	オウ	OU	On		
応	こた.える	kota.eru	Kun		
往	オウ	OU	On		
押	オウ	OU	On		
押	お.す	o.su	Kun		
押	お.さえる	o.saeru	Kun		
旺	オウ	OU	On		
欧	オウ	OU	On		
殴	オウ	OU	On		
殴	なぐ.る	nagu.ru	Kun		
桜	オウ	OU	On		
桜	さくら	sakura	Kun		
翁	オウ	OU	On		
奥	オウ	OU	On		
奥	おく	oku	Kun		
横	オウ	OU	On		
横	よこ	yoko	Kun		
岡	おか	oka	Kun	Y	
屋	オク	OKU	On		
屋	や	ya	Kun		
億	オク	OKU	On		
憶	オク	OKU	On		
臆	オク	OKU	On		
虞	おそれ	osore	Kun		
乙	オツ	OTSU	On		
俺	おれ	ore	Kun		
卸	おろ.す	oro.su	Kun		
卸	おろし	oroshi	Kun		
音	オン	ON	On		
音	イン	IN	On		
音	おと	oto	Kun		
音	ね	ne	Kun		
恩	オン	ON	On		
温	オン	ON	On		
温	あたた.か	atata.ka	Kun		
温	あたた.かい	atata.kai	Kun		
温	あたた.まる	atata.maru	Kun		
温	あたた.める	atata.meru	Kun		
穏	オン	ON	On		
穏	おだ.やか	oda.yaka	Kun		
下	カ	KA	On		
下	ゲ	GE	On		
下	した	shita	Kun		
下	しも	shimo	Kun		
下	もと	moto	Kun		
下	さ.げる	sa.geru	Kun		
下	さ.がる	sa.garu	Kun		
下	くだ.る	kuda.ru	Kun		
下	くだ.す	kuda.su	Kun		
下	くだ.さる	kuda.saru	Kun		
下	お.ろす	o.rosu	Kun		
下	お.りる	o.riru	Kun		
化	カ	KA	On		
化	ケ	KE	On		
化	ば.ける	ba.keru	Kun		
化	ば.かす	ba.kasu	Kun		
火	カ	KA	On		
火	ひ	hi	Kun		
火	ほ	ho	Kun	Y	
加	カ	KA	On		
加	くわ.える	kuwa.eru	Kun		
加	くわ.わる	kuwa.waru	Kun		
可	カ	KA	On		
仮	カ	KA	On		
仮	ケ	KE	On	Y	
仮	かり	kari	Kun		
何	カ	KA	On		
何	なに	nani	Kun		
何	なん	nan	Kun	Y	
花	カ	KA	On		
花	はな	hana	Kun		
佳	カ	KA	On		
価	カ	KA	On		
価	あたい	atai	Kun		
果	カ	KA	On		
果	は.たす	ha.tasu	Kun		
果	は.てる	ha.teru	Kun		
果	は.て	ha.te	Kun		
河	カ	KA	On		
河	かわ	kawa	Kun		
苛	カ	KA	On		
科	カ	KA	On		
架	カ	KA	On		
架	か.ける	ka.keru	Kun		
架	か.かる	ka.karu	Kun		
夏	カ	KA	On		
夏	ゲ	GE	On	Y	
夏	なつ	natsu	Kun		
家	カ	KA	On		
家	ケ	KE	On		
家	いえ	ie	Kun		
家	や	ya	Kun		
荷	カ	KA	On		
荷	に	ni	Kun		
華	カ	KA	On		
華	ケ	KE	On	Y	
華	はな	hana	Kun		
菓	カ	KA	On		
貨	カ	KA	On		
渦	カ	KA	On		
渦	うず	uzu	Kun		
過	カ	KA	On		
過	す.ぎる	su.giru	Kun		
過	す.ごす	su.gosu	Kun		
過	あやま.つ	ayama.tsu	Kun		
過	あやま.ち	ayama.chi	Kun		
嫁	カ	KA	On		
嫁	よめ	yome	Kun		
嫁	とつ.ぐ	totsu.gu	Kun		
暇	カ	KA	On		
暇	ひま	hima	Kun		
禍	カ	KA	On		
靴	カ	KA	On		
靴	くつ	kutsu	Kun		
寡	カ	KA	On		
歌	カ	KA	On		
歌	うた	uta	Kun		
歌	うた.う	uta.u	Kun		
箇	カ	KA	On		
稼	カ	KA	On		
稼	かせ.ぐ	kase.gu	Kun		
課	カ	KA	On		
蚊	か	ka	Kun		
牙	ガ	GA	On		
牙	ゲ	GE	On	Y	
牙	きば	kiba	Kun		
瓦	ガ	GA	On		
瓦	かわら	kawara	Kun		
我	ガ	GA	On		
我	われ	ware	Kun		
我	わ	wa	Kun		
画	ガ	GA	On		
画	カク	KAKU	On		
芽	ガ	GA	On		
芽	め	me	Kun		
賀	ガ	GA	On		
雅	ガ	GA	On		
餓	ガ	GA	On		
介	カイ	KAI	On		
回	カイ	KAI	On		
回	エ	E	On	Y	
回	まわ.る	mawa.ru	Kun		
回	まわ.す	mawa.su	Kun		
灰	カイ	KAI	On		
灰	はい	hai	Kun		
会	カイ	KAI	On		
会	エ	E	On		
会	あ.う	a.u	Kun		
快	カイ	KAI	On		
快	こころよ.い	kokoroyo.i	Kun		
戒	カイ	KAI	On		
戒	いまし.める	imashi.meru	Kun		
改	カイ	KAI	On		
改	あらた.める	arata.meru	Kun		
改	あらた.まる	arata.maru	Kun		
怪	カイ	KAI	On		
怪	あや.しい	aya.shii	Kun		
怪	あや.しむ	aya.shimu	Kun		
拐	カイ	KAI	On		
悔	カイ	KAI	On		
悔	く.いる	ku.iru	Kun		
悔	く.やむ	ku.yamu	Kun		
悔	くや.しい	kuya.shii	Kun		
海	カイ	KAI	On		
海	うみ	umi	Kun		
界	カイ	KAI	On		
皆	カイ	KAI	On		
皆	みな	mina	Kun		
械	カイ	KAI	On		
絵	カイ	KAI	On		
絵	エ	E	On		
開	カイ	KAI	On		
開	ひら.く	hira.ku	Kun		
開	ひら.ける	hira.keru	Kun		
開	あ.く	a.ku	Kun		
開	あ.ける	a.keru	Kun		
階	カイ	KAI	On		
塊	カイ	KAI	On		
塊	かたまり	katamari	Kun		
楷	カイ	KAI	On		
解	カイ	KAI	On		
解	ゲ	GE	On		
解	と.く	to.ku	Kun		
解	と.かす	to.kasu	Kun		
解	と.ける	to.keru	Kun		
潰	カイ	KAI	On		
潰	つぶ.す	tsubu.su	Kun		
潰	つぶ.れる	tsubu.reru	Kun		
壊	カイ	KAI	On		
壊	こわ.す	kowa.su	Kun		
壊	こわ.れる	kowa.reru	Kun		
懐	カイ	KAI	On		
懐	ふところ	futokoro	Kun		
懐	なつ.かしい	natsu.kashii	Kun		
懐	なつ.かしむ	natsu.kashimu	Kun		
懐	なつ.く	natsu.ku	Kun		
懐	なつ.ける	natsu.keru	Kun		
諧	カイ	KAI	On		
貝	かい	kai	Kun		
外	ガイ	GAI	On		
外	ゲ	GE	On		
外	そと	soto	Kun		
外	ほか	hoka	Kun		
外	はず.す	hazu.su	Kun		
外	はず.れる	hazu.reru	Kun		
劾	ガイ	GAI	On		
害	ガイ	GAI	On		
崖	ガイ	GAI	On		
崖	がけ	gake	Kun		
涯	ガイ	GAI	On		
街	ガイ	GAI	On		
街	カイ	KAI	On	Y	
街	まち	machi	Kun		
慨	ガイ	GAI	On		
蓋	ガイ	GAI	On		
蓋	ふた	futa	Kun		
該	ガイ	GAI	On		
概	ガイ	GAI	On		
骸	ガイ	GAI	On		
垣	かき	kaki	Kun		
柿	かき	kaki	Kun		
各	カク	KAKU	On		
各	おのおの	onoono	Kun		
角	カク	KAKU	On		
角	かど	kado	Kun		
角	つの	tsuno	Kun		
拡	カク	KAKU	On		
革	カク	KAKU	On		
革	かわ	kawa	Kun		
格	カク	KAKU	On		
格	コウ	KOU	On	Y	
核	カク	KAKU	On		
殻	カク	KAKU	On		
殻	から	kara	Kun		
郭	カク	KAKU	On		
覚	カク	KAKU	On		
覚	おぼ.える	obo.eru	Kun		
覚	さ.ます	sa.masu	Kun		
覚	さ.める	sa.meru	Kun		
較	カク	KAKU	On		
隔	カク	KAKU	On		
隔	へだ.てる	heda.teru	Kun		
隔	へだ.たる	heda.taru	Kun		
閣	カク	KAKU	On		
確	カク	KAKU	On		
確	たし.か	tashi.ka	Kun		
確	たし.かめる	tashi.kameru	Kun		
獲	カク	KAKU	On		
獲	え.る	e.ru	Kun		
嚇	カク	KAKU	On		
穫	カク	KAKU	On		
学	ガク	GAKU	On		
学	まな.ぶ	mana.bu	Kun		
岳	ガク	GAKU	On		
岳	たけ	take	Kun		
楽	ガク	GAKU	On		
楽	ラク	RAKU	On		
楽	たの.しい	tano.shii	Kun		
楽	たの.しむ	tano.shimu	Kun		
額	ガク	GAKU	On		
額	ひたい	hitai	Kun		
顎	ガク	GAKU	On		
顎	あご	ago	Kun		
掛	か.ける	ka.keru	Kun		
掛	か.かる	ka.karu	Kun		
掛	かかり	kakari	Kun		
潟	かた	kata	Kun		
括	カツ	KATSU	On		
活	カツ	KATSU	On		
喝	カツ	KATSU	On		
渇	カツ	KATSU	On		
渇	かわ.く	kawa.ku	Kun		
割	カツ	KATSU	On		
割	わ.る	wa.ru	Kun		
割	わり	wari	Kun		
割	わ.れる	wa.reru	Kun		
割	さ.く	sa.ku	Kun		
葛	カツ	KATSU	On		
葛	くず	kuzu	Kun		
滑	カツ	KATSU	On		
滑	コツ	KOTSU	On		
滑	すべ.る	sube.ru	Kun		
滑	なめ.らか	name.raka	Kun		
褐	カツ	KATSU	On		
轄	カツ	KATSU	On		
且	か.つ	ka.tsu	Kun		
株	かぶ	kabu	Kun		
釜	かま	kama	Kun		
鎌	かま	kama	Kun		
刈	か.る	ka.ru	Kun		
干	カン	KAN	On		
干	ほ.す	ho.su	Kun		
干	ひ.る	hi.ru	Kun		
刊	カン	KAN	On		
甘	カン	KAN	On		
甘	あま.い	ama.i	Kun		
甘	あま.える	ama.eru	Kun		
甘	あま.やかす	ama.yakasu	Kun		
汗	カン	KAN	On		
汗	あせ	ase	Kun		
缶	カン	KAN	On		
完	カン	KAN	On		
肝	カン	KAN	On		
肝	きも	kimo	Kun		
官	カン	KAN	On		
冠	カン	KAN	On		
冠	かんむり	kanmuri	Kun		
巻	カン	KAN	On		
巻	ま.く	ma.ku	Kun		
巻	まき	maki	Kun		
看	カン	KAN	On		
陥	カン	KAN	On		
陥	おちい.る	ochii.ru	Kun		
陥	おとしい.れる	otoshii.reru	Kun		
乾	カン	KAN	On		
乾	かわ.く	kawa.ku	Kun		
乾	かわ.かす	kawa.kasu	Kun		
勘	カン	KAN	On		
患	カン	KAN	On		
患	わずら.う	wazura.u	Kun		
貫	カン	KAN	On		
貫	つらぬ.く	tsuranu.ku	Kun		
寒	カン	KAN	On		
寒	さむ.い	samu.i	Kun		
喚	カン	KAN	On		
堪	カン	KAN	On		
堪	た.える	ta.eru	Kun		
換	カン	KAN	On		
換	か.える	ka.eru	Kun		
換	か.わる	ka.waru	Kun		
敢	カン	KAN	On		
棺	カン	KAN	On		
款	カン	KAN	On		
間	カン	KAN	On		
間	ケン	KEN	On		
間	あいだ	aida	Kun		
間	ま	ma	Kun		
閑	カン	KAN	On		
勧	カン	KAN	On		
勧	すす.める	susu.meru	Kun		
寛	カン	KAN	On		
幹	カン	KAN	On		
幹	みき	miki	Kun		
感	カン	KAN	On		
漢	カン	KAN	On		
慣	カン	KAN	On		
慣	な.れる	na.reru	Kun		
慣	な.らす	na.rasu	Kun		
管	カン	KAN	On		
管	くだ	kuda	Kun		
関	カン	KAN	On		
関	せき	seki	Kun		
関	かか.わる	kaka.waru	Kun		
歓	カン	KAN	On		
監	カン	KAN	On		
緩	カン	KAN	On		
緩	ゆる.い	yuru.i	Kun		
緩	ゆる.やか	yuru.yaka	Kun		
緩	ゆる.む	yuru.mu	Kun		
緩	ゆる.める	yuru.meru	Kun		
憾	カン	KAN	On		
還	カン	KAN	On		
館	カン	KAN	On		
館	やかた	yakata	Kun		
環	カン	KAN	On		
簡	カン	KAN	On		
観	カン	KAN	On		
韓	カン	KAN	On		
艦	カン	KAN	On		
鑑	カン	KAN	On		
鑑	かんが.みる	kanga.miru	Kun		
丸	ガン	GAN	On		
丸	まる	maru	Kun		
丸	まる.い	maru.i	Kun		
丸	まる.める	maru.meru	Kun		
含	ガン	GAN	On		
含	ふく.む	fuku.mu	Kun		
含	ふく.める	fuku.meru	Kun		
岸	ガン	GAN	On		
岸	きし	kishi	Kun		
岩	ガン	GAN	On		
岩	いわ	iwa	Kun		
玩	ガン	GAN	On		
眼	ガン	GAN	On		
眼	ゲン	GEN	On	Y	
眼	まなこ	manako	Kun		
頑	ガン	GAN	On		
顔	ガン	GAN	On		
顔	かお	kao	Kun		
願	ガン	GAN	On		
願	ねが.う	nega.u	Kun		
企	キ	KI	On		
企	くわだ.てる	kuwada.teru	Kun		
伎	キ	KI	On		
危	キ	KI	On		
危	あぶ.ない	abu.nai	Kun		
危	あや.うい	aya.ui	Kun		
危	あや.ぶむ	aya.bumu	Kun		
机	キ	KI	On		
机	つくえ	tsukue	Kun		
気	キ	KI	On		
気	ケ	KE	On		
岐	キ	KI	On		
希	キ	KI	On		
忌	キ	KI	On		
忌	い.む	i.mu	Kun		
忌	い.まわしい	i.mawashii	Kun		
汽	キ	KI	On		
奇	キ	KI	On		
祈	キ	KI	On		
祈	いの.る	ino.ru	Kun		
季	キ	KI	On		
紀	キ	KI	On		
軌	キ	KI	On		
既	キ	KI	On		
既	すで.に	sude.ni	Kun		
記	キ	KI	On		
記	しる.す	shiru.su	Kun		
起	キ	KI	On		
起	お.きる	o.kiru	Kun		
起	お.こる	o.koru	Kun		
起	お.こす	o.kosu	Kun		
飢	キ	KI	On		
飢	う.える	u.eru	Kun		
鬼	キ	KI	On		
鬼	おに	oni	Kun		
帰	キ	KI	On		
帰	かえ.る	kae.ru	Kun		
帰	かえ.す	kae.su	Kun		
基	キ	KI	On		
基	もと	moto	Kun		
基	もとい	motoi	Kun		
寄	キ	KI	On		
寄	よ.る	yo.ru	Kun		
寄	よ.せる	yo.seru	Kun		
規	キ	KI	On		
亀	キ	KI	On		
亀	かめ	kame	Kun		
喜	キ	KI	On		
喜	よろこ.ぶ	yoroko.bu	Kun		
幾	キ	KI	On		
幾	いく	iku	Kun		
揮	キ	KI	On		
期	キ	KI	On		
期	ゴ	GO	On	Y	
棋	キ	KI	On		
貴	キ	KI	On		
貴	たっと.い	tatto.i	Kun		
貴	とうと.い	touto.i	Kun		
貴	たっと.ぶ	tatto.bu	Kun		
貴	とうと.ぶ	touto.bu	Kun		
棄	キ	KI	On		
毀	キ	KI	On		
旗	キ	KI	On		
旗	はた	hata	Kun		
器	キ	KI	On		
器	うつわ	utsuwa	Kun		
畿	キ	KI	On		
輝	キ	KI	On		
輝	かがや.く	kagaya.ku	Kun		
機	キ	KI	On		
機	はた	hata	Kun		
騎	キ	KI	On		
技	ギ	GI	On		
技	わざ	waza	Kun		
宜	ギ	GI	On		
偽	ギ	GI	On		
偽	いつわ.る	itsuwa.ru	Kun		
偽	にせ	nise	Kun		
欺	ギ	GI	On		
欺	あざむ.く	azamu.ku	Kun		
義	ギ	GI	On		
疑	ギ	GI	On		
疑	うたが.う	utaga.u	Kun		
儀	ギ	GI	On		
戯	ギ	GI	On		
戯	たわむ.れる	tawamu.reru	Kun		
擬	ギ	GI	On		
犠	ギ	GI	On		
議	ギ	GI	On		
菊	キク	KIKU	On		
吉	キチ	KICHI	On		
吉	キツ	KITSU	On		
喫	キツ	KITSU	On		
詰	キツ	KITSU	On		
詰	つ.める	tsu.meru	Kun		
詰	つ.まる	tsu.maru	Kun		
詰	つ.む	tsu.mu	Kun		
却	キャク	KYAKU	On		
客	キャク	KYAKU	On		
客	カク	KAKU	On		
脚	キャク	KYAKU	On		
脚	キャ	KYA	On	Y	
脚	あし	ashi	Kun		
逆	ギャク	GYAKU	On		
逆	さか	saka	Kun		
逆	さか.らう	saka.rau	Kun		
虐	ギャク	GYAKU	On		
虐	しいた.げる	shiita.geru	Kun		
九	キュウ	KYUU	On		
九	ク	KU	On		
九	ここの	kokono	Kun		
九	ここの.つ	kokono.tsu	Kun		
久	キュウ	KYUU	On		
久	ク	KU	On	Y	
久	ひさ.しい	hisa.shii	Kun		
及	キュウ	KYUU	On		
及	およ.ぶ	oyo.bu	Kun		
及	およ.び	oyo.bi	Kun		
及	およ.ぼす	oyo.bosu	Kun		
弓	キュウ	KYUU	On		
弓	ゆみ	yumi	Kun		
丘	キュウ	KYUU	On		
丘	おか	oka	Kun		
旧	キュウ	KYUU	On		
休	キュウ	KYUU	On		
休	やす.む	yasu.mu	Kun		
休	やす.まる	yasu.maru	Kun		
休	やす.める	yasu.meru	Kun		
吸	キュウ	KYUU	On		
吸	す.う	su.u	Kun		
朽	キュウ	KYUU	On		
朽	く.ちる	ku.chiru	Kun		
臼	キュウ	KYUU	On		
臼	うす	usu	Kun		
求	キュウ	KYUU	On		
求	もと.める	moto.meru	Kun		
究	キュウ	KYUU	On		
究	きわ.める	kiwa.meru	Kun		
泣	キュウ	KYUU	On		
泣	な.く	na.ku	Kun		
急	キュウ	KYUU	On		
急	いそ.ぐ	iso.gu	Kun		
級	キュウ	KYUU	On		
糾	キュウ	KYUU	On		
宮	キュウ	KYUU	On		
宮	グウ	GUU	On		
宮	ク	KU	On	Y	
宮	みや	miya	Kun		
救	キュウ	KYUU	On		
救	すく.う	suku.u	Kun		
球	キュウ	KYUU	On		
球	たま	tama	Kun		
給	キュウ	KYUU	On		
嗅	キュウ	KYUU	On		
嗅	か.ぐ	ka.gu	Kun		
窮	キュウ	KYUU	On		
窮	きわ.める	kiwa.meru	Kun		
窮	きわ.まる	kiwa.maru	Kun		
牛	ギュウ	GYUU	On		
牛	うし	ushi	Kun		
去	キョ	KYO	On		
去	コ	KO	On		
去	さ.る	sa.ru	Kun		
巨	キョ	KYO	On		
居	キョ	KYO	On		
居	い.る	i.ru	Kun		
拒	キョ	KYO	On		
拒	こば.む	koba.mu	Kun		
拠	キョ	KYO	On		
拠	コ	KO	On		
挙	キョ	KYO	On		
挙	あ.げる	a.geru	Kun		
挙	あ.がる	a.garu	Kun		
虚	キョ	KYO	On		
虚	コ	KO	On	Y	
許	キョ	KYO	On		
許	ゆる.す	yuru.su	Kun		
距	キョ	KYO	On		
魚	ギョ	GYO	On		
魚	うお	uo	Kun		
魚	さかな	sakana	Kun		
御	ギョ	GYO	On		
御	ゴ	GO	On		
御	おん	on	Kun		
漁	ギョ	GYO	On		
漁	リョウ	RYOU	On		
凶	キョウ	KYOU	On		
共	キョウ	KYOU	On		
共	とも	tomo	Kun		
叫	キョウ	KYOU	On		
叫	さけ.ぶ	sake.bu	Kun		
狂	キョウ	KYOU	On		
狂	くる.う	kuru.u	Kun		
狂	くる.おしい	kuru.oshii	Kun		
京	キョウ	KYOU	On		
京	ケイ	KEI	On		
享	キョウ	KYOU	On		
供	キョウ	KYOU	On		
供	ク	KU	On	Y	
供	そな.える	sona.eru	Kun		
供	とも	tomo	Kun		
協	キョウ	KYOU	On		
況	キョウ	KYOU	On		
峡	キョウ	KYOU	On		
挟	キョウ	KYOU	On		
挟	はさ.む	hasa.mu	Kun		
挟	はさ.まる	hasa.maru	Kun		
狭	キョウ	KYOU	On		
狭	せま.い	sema.i	Kun		
狭	せば.める	seba.meru	Kun		
狭	せば.まる	seba.maru	Kun		
恐	キョウ	KYOU	On		
恐	おそ.らく	oso.raku	Kun		おそ.れる
恐	おそ.れる	oso.reru	Kun		
恐	おそ.ろしい	oso.roshii	Kun		
恭	キョウ	KYOU	On		
恭	うやうや.しい	uyauya.shii	Kun		
胸	キョウ	KYOU	On		
胸	むね	mune	Kun		
胸	むな	muna	Kun	Y	
脅	キョウ	KYOU	On		
脅	おびや.かす	obiya.kasu	Kun		
脅	おど.す	odo.su	Kun		
脅	おど.かす	odo.kasu	Kun		
強	キョウ	KYOU	On		
強	ゴウ	GOU	On		
強	つよ.い	tsuyo.i	Kun		
強	つよ.まる	tsuyo.maru	Kun		
強	つよ.める	tsuyo.meru	Kun		
強	し.いる	shi.iru	Kun		
教	キョウ	KYOU	On		
教	おし.える	oshi.eru	Kun		
教	おそ.わる	oso.waru	Kun		
郷	キョウ	KYOU	On		
郷	ゴウ	GOU	On		
境	キョウ	KYOU	On		
境	ケイ	KEI	On	Y	
境	さかい	sakai	Kun		
橋	キョウ	KYOU	On		
橋	はし	hashi	Kun		
矯	キョウ	KYOU	On		
矯	た.める	ta.meru	Kun		
鏡	キョウ	KYOU	On		
鏡	かがみ	kagami	Kun		
競	キョウ	KYOU	On		
競	ケイ	KEI	On		
競	きそ.う	kiso.u	Kun		
競	せ.る	se.ru	Kun		
響	キョウ	KYOU	On		
響	ひび.く	hibi.ku	Kun		
驚	キョウ	KYOU	On		
驚	おどろ.く	odoro.ku	Kun		
驚	おどろ.かす	odoro.kasu	Kun		
仰	ギョウ	GYOU	On		
仰	コウ	KOU	On	Y	
仰	あお.ぐ	ao.gu	Kun		
仰	おお.せ	oo.se	Kun		
暁	ギョウ	GYOU	On		
暁	あかつき	akatsuki	Kun		
業	ギョウ	GYOU	On		
業	ゴウ	GOU	On		
業	わざ	waza	Kun		
凝	ギョウ	GYOU	On		
凝	こ.る	ko.ru	Kun		
凝	こ.らす	ko.rasu	Kun		
曲	キョク	KYOKU	On		
曲	ま.がる	ma.garu	Kun		
曲	ま.げる	ma.geru	Kun		
局	キョク	KYOKU	On		
極	キョク	KYOKU	On		
極	ゴク	GOKU	On		
極	きわ.める	kiwa.meru	Kun		
極	きわ.まる	kiwa.maru	Kun		
極	きわ.み	kiwa.mi	Kun		
玉	ギョク	GYOKU	On		
玉	たま	tama	Kun		
巾	キン	KIN	On		
斤	キン	KIN	On		
均	キン	KIN	On		
近	キン	KIN	On		
近	ちか.い	chika.i	Kun		
金	キン	KIN	On		
金	コン	KON	On		
金	かね	kane	Kun		
金	かな	kana	Kun	Y	
菌	キン	KIN	On		
勤	キン	KIN	On		
勤	ゴン	GON	On	Y	
勤	つと.める	tsuto.meru	Kun		
勤	つと.まる	tsuto.maru	Kun		
琴	キン	KIN	On		
琴	こと	koto	Kun		
筋	キン	KIN	On		
筋	すじ	suji	Kun		
僅	キン	KIN	On		
僅	わず.か	wazu.ka	Kun		
禁	キン	KIN	On		
緊	キン	KIN	On		
錦	キン	KIN	On		
錦	にしき	nishiki	Kun		
謹	キン	KIN	On		
謹	つつし.む	tsutsushi.mu	Kun		
襟	キン	KIN	On		
襟	えり	eri	Kun		
吟	ギン	GIN	On		
銀	ギン	GIN	On		
区	ク	KU	On		
