Kanji	Reading	Uncommon reading?	Variation of	Example	POS of example
管	カン			管理	
管	カン			管制	
管	カン			鉄管	
管	くだ			管	
関	カン			関節	
関	カン			関係	
関	カン			関する	
関	せき			関	
関	せき			関取	
関	せき			関の山	
関	かか.わる			関わる	
関	かか.わる			関わり	
歓	カン			歓迎	
歓	カン			歓声	
歓	カン			交歓	
監	カン			監視	
監	カン			監督	
監	カン			総監	
緩	カン			緩和	
緩	カン			緩慢	
緩	カン			緩急	
緩	ゆる.い			緩い	
緩	ゆる.やか			緩やかだ	
緩	ゆる.む			緩む	
緩	ゆる.む			緩み	
緩	ゆる.める			緩める	
憾	カン			遺憾	
還	カン			還元	
還	カン			生還	
還	カン			返還	
館	カン			館内	
館	カン			旅館	
館	カン			図書館	
館	やかた			館	
環	カン			環状	
環	カン			環境	
環	カン			循環	
簡	カン			簡単	
簡	カン			簡易	
簡	カン			書簡	
観	カン			観察	
観	カン			客観	
観	カン			壮観	
韓	カン			韓国	
艦	カン			艦船	
艦	カン			艦隊	
艦	カン			軍艦	
鑑	カン			鑑賞	
鑑	カン			鑑定	
鑑	カン			年鑑	
鑑	かんが.みる			鑑みる	
丸	ガン			丸薬	
丸	ガン			弾丸	
丸	ガン			砲丸	
丸	まる			丸	
丸	まる			丸太	
丸	まる			丸洗い	
丸	まる.い			丸い	
丸	まる.い			丸み	
丸	まる.い			丸さ	
丸	まる.める			丸める	
含	ガン			含有	
含	ガン			含蓄	
含	ガン			包含	
含	ふく.む			含む	
含	ふく.む			含み	
含	ふく.める			含める	
岸	ガン			岸壁	
岸	ガン			対岸	
岸	ガン			彼岸	
岸	きし			岸	
岸	きし			向こう岸	
岩	ガン			岩石	
岩	ガン			岩塩	
岩	ガン			火成岩	
岩	いわ			岩	
岩	いわ			岩場	
玩	ガン			玩具	
玩	ガン			愛玩	
眼	ガン			眼球	
眼	ガン			眼力	
眼	ガン			主眼	
眼	ゲン	Y		開眼	
眼	まなこ			眼	
眼	まなこ			どんぐり眼	
眼	まなこ			血眼	
頑	ガン			頑強	
頑	ガン			頑健	
頑	ガン			頑固	
顔	ガン			顔面	
顔	ガン			童顔	
顔	ガン			厚顔	
顔	かお			顔	
顔	かお			横顔	
顔	かお			したり顔	
願	ガン			願望	
願	ガン			祈願	
願	ガン			志願	
願	ねが.う			願う	
願	ねが.う			願い	
願	ねが.う			願わしい	
企	キ			企画	
企	キ			企図	
企	キ			企業	
企	くわだ.てる			企てる	
企	くわだ.てる			企て	
伎	キ			歌舞伎	
危	キ			危険	
危	キ			危害	
危	キ			安危	
危	あぶ.ない			危ない	
危	あぶ.ない			危ながる	
危	あや.うい			危うい	
危	あや.うい			危うく	
危	あや.ぶむ			危ぶむ	
机	キ			机上	
机	キ			机辺	
机	つくえ			机	
気	キ			気体	
気	キ			気候	
気	キ			元気	
気	ケ			気配	
気	ケ			気色ばむ	
気	ケ			火の気	
岐	キ			岐路	
岐	キ			分岐	
岐	キ			多岐	
希	キ			希望	
希	キ			希少	
希	キ			希薄	
忌	キ			忌避	
忌	キ			忌中	
忌	キ			禁忌	
忌	い.む			忌む	
忌	い.まわしい			忌まわしい	
汽	キ			汽車	
汽	キ			汽船	
汽	キ			汽笛	
奇	キ			奇襲	
奇	キ			奇数	
奇	キ			珍奇	
祈	キ			祈願	
祈	キ			祈念	
祈	いの.る			祈る	
祈	いの.る			祈り	
季	キ			季節	
季	キ			四季	
季	キ			雨季	
紀	キ			紀行	
紀	キ			紀元	
紀	キ			風紀	
軌	キ			軌道	
軌	キ			広軌	
軌	キ			常軌	
既	キ			既成	
既	キ			既婚	
既	キ			既往症	
既	すで.に			既に	
記	キ			記入	
記	キ			記号	
記	キ			伝記	
記	しる.す			記す	
起	キ			起立	
起	キ			起源	
起	キ			奮起	
起	お.きる			起きる	
起	お.きる			早起き	
起	お.こる			起こる	
起	お.こす			起こす	
飢	キ			飢餓	
飢	う.える			飢える	
飢	う.える			飢え	
鬼	キ			鬼神	
鬼	キ			鬼才	
鬼	キ			餓鬼	
鬼	おに			鬼	
鬼	おに			鬼ごっこ	
鬼	おに			赤鬼	
帰	キ			帰還	
帰	キ			帰納	
帰	キ			復帰	
帰	かえ.る			帰る	
帰	かえ.る			帰り	
帰	かえ.す			帰す	
基	キ			基礎	
基	キ			基準	
基	キ			基地	
基	もと			基	
基	もと			基づく	
基	もとい			基	
寄	キ			寄宿	
寄	キ			寄贈	
寄	キ			寄港	
寄	よ.る			寄る	
寄	よ.る			近寄る	
寄	よ.る			身寄り	
寄	よ.せる			寄せる	
寄	よ.せる			人寄せ	
規	キ			規則	
規	キ			規律	
規	キ			定規	
亀	キ			亀裂	
亀	かめ			亀	
喜	キ			喜劇	
喜	キ			悲喜	
喜	キ			歓喜	
喜	よろこ.ぶ			喜ぶ	
喜	よろこ.ぶ			喜び	
喜	よろこ.ぶ			喜ばしい	
幾	キ			幾何学	
幾	いく			幾つ	
幾	いく			幾ら	
幾	いく			幾日	
揮	キ			揮発油	
揮	キ			指揮	
揮	キ			発揮	
期	キ			期間	
期	キ			期待	
期	キ			予期	
期	ゴ	Y		最期	
期	ゴ	Y		この期に及んで	
棋	キ			棋士	
棋	キ			棋譜	
棋	キ			将棋	
貴	キ			貴重	
貴	キ			貴下	
貴	キ			騰貴	
貴	たっと.い			貴い	
貴	とうと.い			貴い	
貴	たっと.ぶ			貴ぶ	
貴	とうと.ぶ			貴ぶ	
棄	キ			棄権	
棄	キ			放棄	
棄	キ			遺棄	
毀	キ			毀損	
毀	キ			毀誉	
旗	キ			旗手	
旗	キ			旗艦	
旗	キ			国旗	
旗	はた			旗	
旗	はた			旗色	
旗	はた			手旗	
器	キ			器量	
器	キ			器用	
器	キ			陶器	
器	うつわ			器	
畿	キ			畿内	
畿	キ			近畿	
輝	キ			輝石	
輝	キ			光輝	
輝	かがや.く			輝く	
輝	かがや.く			輝き	
輝	かがや.く			輝かしい	
機	キ			機械	
機	キ			機会	
機	キ			危機	
機	はた			機	
機	はた			機織り	
騎	キ			騎士	
騎	キ			騎馬	
騎	キ			一騎当千	
技	ギ			技術	
技	ギ			技師	
技	ギ			特技	
技	わざ			技	
宜	ギ			適宜	
宜	ギ			便宜	
偽	ギ			偽名	
偽	ギ			真偽	
偽	ギ			虚偽	
偽	いつわ.る			偽る	
偽	いつわ.る			偽り	
偽	にせ			偽	
偽	にせ			偽物	
偽	にせ			偽札	
欺	ギ			詐欺	
欺	あざむ.く			欺く	
義	ギ			義理	
義	ギ			意義	
義	ギ			正義	
疑	ギ			疑念	
疑	ギ			疑問	
疑	ギ			容疑	
疑	うたが.う			疑う	
疑	うたが.う			疑い	
疑	うたが.う			疑わしい	
儀	ギ			儀式	
儀	ギ			威儀	
儀	ギ			地球儀	
戯	ギ			戯曲	
戯	ギ			遊戯	
戯	ギ			児戯	
戯	たわむ.れる			戯れる	
戯	たわむ.れる			戯れ	
擬	ギ			擬音	
擬	ギ			擬人法	
擬	ギ			模擬	
犠	ギ			犠牲	
犠	ギ			犠打	
議	ギ			議論	
議	ギ			会議	
議	ギ			異議	
菊	キク			菊	
菊	キク			菊花	
菊	キク			白菊	
吉	キチ			吉日	
吉	キチ			吉例	
吉	キチ			大吉	
吉	キツ			吉報	
吉	キツ			不吉	
喫	キツ			喫煙	
喫	キツ			満喫	
喫	キツ			喫する	
詰	キツ			詰問	
詰	キツ			難詰	
詰	キツ			面詰	
詰	つ.める			詰める	
詰	つ.める			詰め物	
詰	つ.まる			詰まる	
詰	つ.まる			行き詰まる	
詰	つ.む			詰む	
詰	つ.む			詰み	
却	キャク			却下	
却	キャク			退却	
却	キャク			売却	
客	キャク			客間	
客	キャク			客車	
客	キャク			乗客	
客	カク			客死	
客	カク			主客	
客	カク			旅客	
脚	キャク			脚部	
脚	キャク			脚本	
脚	キャク			三脚	
脚	キャ	Y		脚立	
脚	キャ	Y		行脚	
脚	あし			脚	
脚	あし			机の脚	
逆	ギャク			逆上	
逆	ギャク			逆転	
逆	ギャク			順逆	
逆	さか			逆立つ	
逆	さか			逆さ	
逆	さか			逆さま	
逆	さか.らう			逆らう	
虐	ギャク			虐待	
虐	ギャク			虐殺	
虐	ギャク			残虐	
虐	しいた.げる			虐げる	
九	キュウ			九百	
九	キュウ			三拝九拝	
九	ク			九分九厘	
九	ク			九月	
九	ここの			九日	
九	ここの			九重	
九	ここの.つ			九つ	
久	キュウ			永久	
久	キュウ			持久	
久	キュウ			耐久	
久	ク	Y		久遠	
久	ひさ.しい			久しい	
久	ひさ.しい			久々	
及	キュウ			及第	
及	キュウ			追及	
及	キュウ			普及	
及	およ.ぶ			及ぶ	
及	およ.ぶ			及び腰	
及	およ.び			及び	Conjunction
及	およ.ぼす			及ぼす	
弓	キュウ			弓道	
弓	キュウ			弓状	
弓	キュウ			洋弓	
弓	ゆみ			弓	
弓	ゆみ			弓矢	
丘	キュウ			丘陵	
丘	キュウ			砂丘	
丘	おか			丘	
旧	キュウ			旧道	
旧	キュウ			新旧	
旧	キュウ			復旧	
休	キュウ			休止	
休	キュウ			休憩	
休	キュウ			定休	
休	やす.む			休む	
休	やす.む			休み	
休	やす.まる			休まる	
休	やす.める			休める	
休	やす.める			気休め	
吸	キュウ			吸収	
吸	キュウ			吸入	
吸	キュウ			呼吸	
吸	す.う			吸う	
朽	キュウ			不朽	
朽	キュウ			老朽	
朽	キュウ			腐朽	
朽	く.ちる			朽ちる	
臼	キュウ			臼歯	
臼	キュウ			脱臼	
臼	うす			石臼	
求	キュウ			求職	
求	キュウ			要求	
求	キュウ			追求	
求	もと.める			求める	
求	もと.める			求め	
究	キュウ			究明	
究	キュウ			研究	
究	キュウ			学究	
究	きわ.める			究める	
泣	キュウ			号泣	
泣	キュウ			感泣	
泣	な.く			泣く	
泣	な.く			泣き沈む	
急	キュウ			急速	
急	キュウ			急務	
急	キュウ			緊急	
急	いそ.ぐ			急ぐ	
急	いそ.ぐ			急ぎ	
級	キュウ			等級	
級	キュウ			上級	
級	キュウ			階級	
糾	キュウ			糾弾	
糾	キュウ			紛糾	
宮	キュウ			宮殿	
宮	キュウ			宮廷	
宮	キュウ			離宮	
宮	グウ			宮司	
宮	グウ			神宮	
宮	グウ			東宮	
宮	みや			宮	
宮	みや			宮様	
救	キュウ			救助	
救	キュウ			救援	
救	キュウ			救急	
救	すく.う			救う	
救	すく.う			救い	
球	キュウ			球形	
球	キュウ			球技	
球	キュウ			地球	
球	たま			球	
給	キュウ			給水	
給	キュウ			配給	
給	キュウ			月給	
嗅	キュウ			嗅覚	
嗅	か.ぐ			嗅ぐ	
窮	キュウ			窮極	
窮	キュウ			窮屈	
窮	キュウ			困窮	
窮	きわ.める			窮める	
窮	きわ.まる			窮まる	
牛	ギュウ			牛馬	
牛	ギュウ			牛乳	
牛	ギュウ			闘牛	
牛	うし			牛	
去	キョ			去年	
去	キョ			去就	
去	キョ			除去	
去	コ			過去	
去	さ.る			去る	
去	さ.る			去る○日	
巨	キョ			巨大	
巨	キョ			巨匠	
巨	キョ			巨万	
居	キョ			居住	
居	キョ			居室	
居	キョ			住居	
居	い.る			居る	
居	い.る			芝居	
拒	キョ			拒絶	
拒	キョ			拒否	
拒	こば.む			拒む	
拠	キョ			拠点	
拠	キョ			占拠	
拠	キョ			根拠	
拠	コ			証拠	
挙	キョ			挙手	
挙	キョ			挙国	
挙	キョ			壮挙	
挙	あ.げる			挙げる	
挙	あ.げる			挙げて	Adverb
挙	あ.がる			挙がる	
虚	キョ			虚無	
虚	キョ			虚偽	
虚	キョ			空虚	
虚	コ	Y		虚空	
虚	コ	Y		虚無僧	
許	キョ			許可	
許	キョ			許諾	
許	キョ			特許	
許	ゆる.す			許す	
許	ゆる.す			許し	
距	キョ			距離	
魚	ギョ			魚類	
魚	ギョ			金魚	
魚	ギョ			鮮魚	
魚	うお			魚	
魚	うお			魚市場	
魚	さかな			魚	
魚	さかな			魚屋	
魚	さかな			煮魚	
御	ギョ			御者	
御	ギョ			制御	
御	ゴ			御飯	
御	ゴ			御用	
御	ゴ			御殿	
御	おん			御中	
御	おん			御礼	
漁	ギョ			漁業	
漁	ギョ			漁船	
漁	ギョ			漁村	
漁	リョウ			漁師	
漁	リョウ			大漁	
漁	リョウ			不漁	
凶	キョウ			凶悪	
凶	キョウ			凶作	
凶	キョウ			吉凶	
共	キョウ			共同	
共	キョウ			共通	
共	キョウ			公共	
共	とも			共に	
共	とも			共々	
共	とも			共食い	
叫	キョウ			叫喚	
叫	キョウ			絶叫	
叫	さけ.ぶ			叫ぶ	
叫	さけ.ぶ			叫び	
狂	キョウ			狂気	
狂	キョウ			狂言	
狂	キョウ			熱狂	
狂	くる.う			狂う	
狂	くる.おしい			狂おしい	
京	キョウ			京風	
京	キョウ			上京	
京	キョウ			帰京	
享	キョウ			享有	
享	キョウ			享受	
享	キョウ			享楽	
供	キョウ			供給	
供	キョウ			提供	
供	キョウ			自供	
供	ク	Y		供物	
供	ク	Y		供養	
供	そな.える			供える	
供	そな.える			お供え	
供	とも			供	
供	とも			子供	
協	キョウ			協力	
協	キョウ			協会	
協	キョウ			妥協	
況	キョウ			状況	
況	キョウ			実況	
況	キョウ			概況	
峡	キョウ			峡谷	
峡	キョウ			地峡	
峡	キョウ			海峡	
挟	キョウ			挟撃	
挟	はさ.む			挟む	
挟	はさ.まる			挟まる	
狭	キョウ			狭量	
狭	キョウ			広狭	
狭	キョウ			偏狭	
狭	せま.い			狭い	
狭	せま.い			狭苦しい	
狭	せば.める			狭める	
狭	せば.まる			狭まる	
恐	キョウ			恐怖	
恐	キョウ			恐縮	
恐	キョウ			恐慌	
恐	おそ.らく		おそ.れる	恐らく	
恐	おそ.れる			恐れる	
恐	おそ.れる			恐れ	
恐	おそ.ろしい			恐ろしい	
恭	キョウ			恭賀	
恭	キョウ			恭順	
恭	うやうや.しい			恭しい	
胸	キョウ			胸囲	
胸	キョウ			胸中	
胸	キョウ			度胸	
胸	むね			胸	
胸	むな	Y		胸板	
胸	むな	Y		胸毛	
胸	むな	Y		胸騒ぎ	
脅	キョウ			脅迫	
脅	キョウ			脅威	
脅	おびや.かす			脅かす	
脅	おど.す			脅す	
脅	おど.す			脅し	
脅	おど.す			脅し文句	
脅	おど.かす			脅かす	
強	キョウ			強弱	
強	キョウ			強要	
強	キョウ			勉強	
強	ゴウ			強引	
強	ゴウ			強情	
強	ゴウ			強盗	
強	つよ.い			強い	
強	つよ.い			強がる	
強	つよ.まる			強まる	
強	つよ.める			強める	
強	し.いる			強いる	
強	し.いる			無理強い	
教	キョウ			教育	
教	キョウ			教訓	
教	キョウ			宗教	
教	おし.える			教える	
教	おし.える			教え	
教	おそ.わる			教わる	
郷	キョウ			郷里	
郷	キョウ			郷土	
郷	キョウ			異郷	
郷	ゴウ			郷士	
郷	ゴウ			近郷	
郷	ゴウ			在郷	
境	キョウ			境界	
境	キョウ			境地	
境	キョウ			逆境	
境	ケイ	Y		境内	
境	さかい			境	
境	さかい			境目	
橋	キョウ			橋脚	
橋	キョウ			鉄橋	
橋	キョウ			歩道橋	
橋	はし			橋	
橋	はし			丸木橋	
矯	キョウ			矯正	
矯	キョウ			奇矯	
矯	た.める			矯める	
矯	た.める			矯め直す	
鏡	キョウ			鏡台	
鏡	キョウ			望遠鏡	
鏡	キョウ			反射鏡	
鏡	かがみ			鏡	
競	キョウ			競争	
競	キョウ			競技	
競	キョウ			競泳	
競	ケイ			競馬	
競	ケイ			競輪	
競	きそ.う			競う	
競	せ.る			競る	
競	せ.る			競り合う	
響	キョウ			音響	
響	キョウ			影響	
響	キョウ			交響楽	
響	ひび.く			響く	
響	ひび.く			響き	
驚	キョウ			驚異	
驚	キョウ			驚嘆	
驚	おどろ.く			驚く	
驚	おどろ.く			驚き	
驚	おどろ.かす			驚かす	
仰	ギョウ			仰視	
仰	ギョウ			仰天	
仰	ギョウ			仰角	
仰	コウ	Y		信仰	
仰	あお.ぐ			仰ぐ	
仰	おお.せ			仰せ	
暁	ギョウ			暁天	
暁	ギョウ			今暁	
暁	ギョウ			通暁	
暁	あかつき			暁	
業	ギョウ			業績	
業	ギョウ			職業	
業	ギョウ			卒業	
業	ゴウ			業病	
業	ゴウ			罪業	
業	ゴウ			自業自得	
業	わざ			業	
業	わざ			仕業	
業	わざ			早業	
凝	ギョウ			凝固	
凝	ギョウ			凝結	
凝	ギョウ			凝視	
凝	こ.る			凝る	
凝	こ.る			凝り性	
凝	こ.らす			凝らす	
曲	キョク			曲線	
曲	キョク			曲面	
曲	キョク			名曲	
曲	ま.がる			曲がる	
曲	ま.げる			曲げる	
局	キョク			局部	
局	キョク			時局	
局	キョク			結局	
極	キョク			極限	
極	キョク			終極	
極	キョク			積極的	
極	ゴク			極上	
極	ゴク			極秘	
極	ゴク			至極	
極	きわ.める			極める	
極	きわ.める			極め付き	
極	きわ.める			極めて	Adverb
極	きわ.まる			極まる	
極	きわ.まる			極まり	
極	きわ.み			極み	
玉	ギョク			玉座	
玉	ギョク			玉石	
玉	ギョク			宝玉	
玉	たま			玉	
玉	たま			目玉	
巾	キン			頭巾	
巾	キン			雑巾	
斤	キン			斤量	
均	キン			均等	
均	キン			均一	
均	キン			平均	
近	キン			近所	
近	キン			近代	
近	キン			接近	
近	ちか.い			近い	
近	ちか.い			近づく	
近	ちか.い			近道	
金	キン			金属	
金	キン			金銭	
金	キン			純金	
金	コン			金色	
金	コン			金剛力	
金	コン			黄金	
金	かね			金	
金	かね			金持ち	
金	かね			針金	
金	かな	Y		金物	
金	かな	Y		金具	
金	かな	Y		金縛り	
菌	キン			細菌	
菌	キン			殺菌	
菌	キン			保菌者	
勤	キン			勤務	
勤	キン			勤勉	
勤	キン			出勤	
勤	ゴン	Y		勤行	
勤	つと.める			勤める	
勤	つと.める			勤め	
勤	つと.まる			勤まる	
琴	キン			琴線	
琴	キン			木琴	
琴	キン			手風琴	
琴	こと			琴	
筋	キン			筋肉	
筋	キン			筋骨	
筋	キン			鉄筋	
筋	すじ			筋	
筋	すじ			筋書	
筋	すじ			大筋	
僅	キン			僅差	
僅	わず.か			僅かだ	
禁	キン			禁止	
禁	キン			禁煙	
禁	キン			厳禁	
緊	キン			緊張	
緊	キン			緊密	
緊	キン			緊急	
錦	キン			錦秋	
錦	にしき			錦絵	
謹	キン			謹慎	
謹	キン			謹賀	
謹	キン			謹呈	
謹	つつし.む			謹む	
謹	つつし.む			謹んで	Adverb
襟	キン			襟度	
襟	キン			開襟	
襟	キン			胸襟	
襟	えり			襟	
襟	えり			襟首	
吟	ギン			吟味	
吟	ギン			詩吟	
吟	ギン			苦吟	
銀	ギン			銀貨	
銀	ギン			銀行	
銀	ギン			水銀	
区	ク			区別	
区	ク			区々	
区	ク			地区	
句	ク			句集	
句	ク			字句	
句	ク			節句	
苦	ク			苦心	
苦	ク			苦労	
苦	ク			辛苦	
苦	くる.しい			苦しい	
苦	くる.しい			苦しがる	
苦	くる.しい			見苦しい	
苦	くる.しむ			苦しむ	
苦	くる.しむ			苦しみ	
苦	くる.しめる			苦しめる	
苦	にが.い			苦い	
苦	にが.い			苦虫	
苦	にが.い			苦々しい	
苦	にが.る			苦り切る	
駆	ク			駆使	
駆	ク			駆逐	
駆	ク			先駆	
駆	か.ける			駆ける	
駆	か.ける			抜け駆け	
駆	か.る			駆る	
駆	か.る			駆り立てる	
具	グ			具体的	
具	グ			具備	
具	グ			道具	
惧	グ			危惧	
愚	グ			愚問	
愚	グ			愚鈍	
愚	グ			暗愚	
愚	おろ.か			愚かだ	
